restaurant_id,service_date,max_temp_c,is_holiday,is_bridge_day,is_business_day,cuisine_type,restaurant_segment,menu_price,menu_starter,menu_main,menu_dessert
7,2024-02-11,3.6,0,0,0,Spanish,Family,17.44,Patatas bravas,Pollo en pepitoria,Torrijas
13,2023-12-27,4.1,0,0,1,Grill,Gourmet,33.21,Pimientos asados con anchoas,Solomillo con salsa de pimienta,Tarta de queso
15,2021-10-30,21.5,0,0,0,Spanish,Business,17.84,Berberechos al vapor,Paella valenciana,Flan casero
4,2021-12-10,11.1,0,0,0,Italian,Business,20.23,Zuppa di cipolle,Penne all'arrabbiata,Tiramisú
4,2022-11-23,11.8,0,0,1,Italian,Business,20.23,Focaccia con romero,Pollo alla parmigiana,Affogato al caffè
18,2022-11-23,11.8,0,0,1,Mediterranean,Business,14.31,Falafel con salsa tahini,Merluza con pisto,Lokum de rosa
12,2024-12-04,8.1,0,0,1,Mediterranean,Traditional,17.84,Hummus con pita,Dorada al horno con patatas,Halvah de sésamo
1,2025-11-29,9.8,0,0,0,Grill,Gourmet,36.97,Tabla de embutidos ibéricos,Entrecot de ternera a la brasa,Mousse de chocolate
11,2022-12-31,6.8,0,0,0,Italian,Traditional,18.4,Zuppa di cipolle,Pollo alla parmigiana,Semifreddo al limone
5,2023-03-02,9.0,0,0,1,Italian,Gourmet,41.17,Burrata con tomate,Gnocchi al gorgonzola,Gelato misto
19,2023-10-02,27.5,0,0,1,Grill,Business,20.4,Provoleta a la parrilla,Secreto ibérico,Coulant de chocolate
6,2023-05-13,30.7,0,0,0,Mediterranean,Traditional,23.87,Falafel con salsa tahini,Moussaka tradicional,Mousse de limón
3,2021-06-24,31.2,0,0,1,Italian,Business,12.79,Crostini con paté de trufa,Pizza margherita,Torta della nonna
5,2025-07-12,31.5,0,0,0,Italian,Gourmet,41.17,Supplì al telefono,Pollo alla parmigiana,Zabaione con frutti di bosco
20,2022-08-03,34.2,0,0,1,Italian,Business,13.01,Zuppa di cipolle,Lasagna bolognese,Cannoli siciliani
4,2023-07-02,34.8,0,0,0,Italian,Business,20.23,Crostini con paté de trufa,Pasta alla carbonara,Panna cotta al caramello
16,2022-04-15,23.2,0,0,0,Grill,Traditional,15.55,Croquetas de jamón,Burger gourmet con cheddar,Tarta de limón
16,2025-05-27,26.9,0,0,1,Grill,Traditional,15.55,Tostadas con sobrasada,Presa ibérica a la parrilla,Tarta de queso
10,2024-10-26,18.2,0,0,0,Mediterranean,Gourmet,43.3,Gambas al ajillo,Pollo al limón con romero,Baklava
13,2021-05-20,27.5,0,0,1,Grill,Gourmet,33.21,Tostadas con sobrasada,Burger gourmet con cheddar,Tarta de queso
16,2024-10-22,16.4,0,0,1,Grill,Traditional,15.55,Pimientos asados con anchoas,Hamburguesa de ternera con bacon,Tarta de manzana caliente
5,2022-05-13,24.8,0,0,0,Italian,Gourmet,41.17,Bruschetta al pomodoro,Lasagna bolognese,Torta della nonna
14,2022-06-20,40.2,0,0,1,Spanish,Traditional,13.82,Pimientos de padrón,Pescado a la sal,Cuajada con miel
19,2022-04-25,20.1,0,0,1,Grill,Business,20.4,Carpaccio de ternera,Pollo asado con patatas,Brownie con helado
7,2022-04-06,17.9,0,0,1,Spanish,Family,17.44,Tortilla española,Paella valenciana,Buñuelos de viento
18,2022-11-29,13.4,0,0,1,Mediterranean,Business,14.31,Espárragos a la plancha,Brochetas de pollo con especias,Peras al vino con especias
7,2024-06-26,32.3,0,0,1,Spanish,Family,17.44,Ensaladilla rusa,Pescado a la sal,Torrijas
17,2022-08-18,31.8,0,0,1,Mediterranean,Traditional,16.06,Ensalada de pulpo,Brochetas de pollo con especias,Halvah de sésamo
4,2023-04-27,21.5,0,0,1,Italian,Business,20.23,Crostini con paté de trufa,Tagliatelle al ragú,Crostata di fragole
8,2022-05-29,27.1,0,0,0,Mediterranean,Family,19.25,Espárragos a la plancha,Berenjena rellena de carne,Halvah de sésamo
2,2022-12-08,2.5,0,0,1,Spanish,Traditional,21.52,Berberechos al vapor,Cocido madrileño,Flan casero
14,2021-11-27,9.6,0,0,0,Spanish,Traditional,13.82,Ensaladilla rusa,Bacalao al pil pil,Filloas con nata
4,2021-10-20,17.1,0,0,1,Italian,Business,20.23,Insalata caprese,Pizza margherita,Panna cotta
11,2021-01-14,8.6,0,0,1,Italian,Traditional,18.4,Burrata con tomate,Pasta alla carbonara,Cassata siciliana
7,2024-10-11,19.7,0,0,0,Spanish,Family,17.44,Pulpo a la gallega,Arroz con bogavante,Filloas con nata
3,2023-07-30,39.3,0,0,0,Italian,Business,12.79,Insalata caprese,Gnocchi al gorgonzola,Cassata siciliana
1,2021-09-21,23.8,0,0,1,Grill,Gourmet,36.97,Gambas a la plancha,Lomo bajo con chimichurri,Coulant de chocolate
13,2024-08-16,35.8,0,0,0,Grill,Gourmet,33.21,Ensalada César,Solomillo con salsa de pimienta,Crema catalana
16,2023-06-20,36.3,0,0,1,Grill,Traditional,15.55,Jamón con picos y aceitunas,Pollo asado con patatas,Flan de huevo casero
12,2023-01-19,1.1,0,0,1,Mediterranean,Traditional,17.84,Ensalada griega,Lubina al horno con verduras,Tarta de ricotta con miel
9,2021-08-25,28.8,0,0,1,Italian,Traditional,16.17,Zuppa di cipolle,Ossobuco alla milanese,Cannoli siciliani
14,2025-12-03,6.2,0,0,1,Spanish,Traditional,13.82,Patatas bravas,Pollo en pepitoria,Bizcocho de yogur
5,2022-09-21,26.8,0,0,1,Italian,Gourmet,41.17,Burrata con tomate,Pizza margherita,Cassata siciliana
9,2024-11-23,10.9,0,0,0,Italian,Traditional,16.17,Carpaccio di manzo,Pizza margherita,Panna cotta
14,2023-08-02,30.9,0,0,1,Spanish,Traditional,13.82,Pulpo a la gallega,Arroz con bogavante,Bizcocho de yogur
2,2024-09-29,21.5,0,0,0,Spanish,Traditional,21.52,Tortilla española,Fabada asturiana,Tarta de Santiago
17,2024-12-17,3.6,0,0,1,Mediterranean,Traditional,16.06,Dolmades de arroz,Dorada a la sal,Tarta de ricotta con miel
6,2021-09-09,27.2,0,0,1,Mediterranean,Traditional,23.87,Ensalada griega,Merluza con pisto,Baklava
20,2025-10-08,20.3,0,0,1,Italian,Business,13.01,Focaccia con romero,Pasta alla carbonara,Panna cotta
19,2021-12-30,3.7,0,0,1,Grill,Business,20.4,Tabla de embutidos ibéricos,Costillas BBQ,Helado artesano
18,2023-03-24,14.8,0,0,0,Mediterranean,Business,14.31,Ensalada de pulpo,Dorada a la sal,Yogur griego con miel
12,2024-08-10,33.3,0,0,0,Mediterranean,Traditional,17.84,Pan de pita con labneh,Berenjena rellena de carne,Tarta de miel y nueces
11,2024-12-27,4.1,0,0,0,Italian,Traditional,18.4,Antipasto misto,Pizza margherita,Panna cotta
1,2023-04-23,25.2,0,0,0,Grill,Gourmet,36.97,Alitas de pollo BBQ,Hamburguesa de ternera con bacon,Mousse de chocolate
1,2025-03-17,9.5,0,0,1,Grill,Gourmet,36.97,Alitas de pollo BBQ,Secreto ibérico,Mousse de chocolate
8,2021-09-28,28.8,0,0,1,Mediterranean,Family,19.25,Ensalada de pulpo,Lubina al horno con verduras,Naranjas con canela y menta
4,2023-07-07,34.6,0,0,0,Italian,Business,20.23,Prosciutto con melón,Pasta alla carbonara,Zabaione con frutti di bosco
7,2022-04-28,21.1,0,0,1,Spanish,Family,17.44,Pimientos de padrón,Pollo en pepitoria,Cuajada con miel
2,2023-05-01,19.0,1,0,1,Spanish,Traditional,21.52,Gazpacho andaluz,Bacalao al pil pil,Flan casero
5,2021-12-06,13.1,0,0,1,Italian,Gourmet,41.17,Supplì al telefono,Pollo alla parmigiana,Tiramisú
14,2022-10-08,22.1,0,0,0,Spanish,Traditional,13.82,Patatas bravas,Pescado a la sal,Natillas de vainilla
17,2024-04-06,22.0,0,0,0,Mediterranean,Traditional,16.06,Hummus con pita,Pollo al limón con romero,Halvah de sésamo
11,2025-07-19,31.7,0,0,0,Italian,Traditional,18.4,Bresaola con rúcula,Tagliatelle al ragú,Torta della nonna
10,2021-11-20,9.7,0,0,0,Mediterranean,Gourmet,43.3,Gambas al ajillo,Lubina al horno con verduras,Lokum de rosa
17,2025-06-01,39.4,0,0,0,Mediterranean,Traditional,16.06,Espárragos a la plancha,Lubina al horno con verduras,Crema de pistachos
3,2025-08-21,29.4,0,0,1,Italian,Business,12.79,Bresaola con rúcula,Saltimbocca alla romana,Torta della nonna
2,2023-07-07,34.6,0,0,0,Spanish,Traditional,21.52,Tortilla española,Paella valenciana,Crema de naranja
18,2025-06-17,35.5,0,0,1,Mediterranean,Business,14.31,Hummus con pita,Moussaka tradicional,Helado de higos
16,2025-03-29,13.8,0,0,0,Grill,Traditional,15.55,Carpaccio de ternera,Presa ibérica a la parrilla,Tarta de limón
8,2023-07-14,30.2,0,0,0,Mediterranean,Family,19.25,Hummus con pita,Berenjena rellena de carne,Sorbete de naranja
20,2025-11-09,9.3,0,0,0,Italian,Business,13.01,Insalata caprese,Ossobuco alla milanese,Semifreddo al limone
7,2022-08-14,31.0,0,0,0,Spanish,Family,17.44,Patatas bravas,Rabo de toro estofado,Flan casero
9,2022-05-10,25.9,0,0,1,Italian,Traditional,16.17,Focaccia con romero,Risotto ai funghi porcini,Torta della nonna
10,2024-11-09,14.9,0,0,0,Mediterranean,Gourmet,43.3,Ensalada griega,Merluza con pisto,Mousse de limón
3,2021-08-23,30.0,0,0,1,Italian,Business,12.79,Carpaccio di manzo,Pollo alla parmigiana,Semifreddo al limone
14,2021-11-19,11.8,0,0,0,Spanish,Traditional,13.82,Mejillones en escabeche,Cordero asado al horno,Crema de naranja
4,2024-08-12,34.8,0,0,1,Italian,Business,20.23,Carpaccio di manzo,Lasagna bolognese,Gelato misto
1,2024-09-10,24.6,0,0,1,Grill,Gourmet,36.97,Provoleta a la parrilla,Lomo bajo con chimichurri,Mousse de chocolate
7,2024-05-08,26.5,0,0,1,Spanish,Family,17.44,Jamón ibérico con pan tumaca,Pescado a la sal,Buñuelos de viento
19,2022-09-14,28.5,0,0,1,Grill,Business,20.4,Carpaccio de ternera,Codillo de cerdo asado,Profiteroles con chocolate
1,2021-01-14,8.6,0,0,1,Grill,Gourmet,36.97,Provoleta a la parrilla,Chuletón de vaca,Coulant de chocolate
3,2025-06-19,32.7,0,0,1,Italian,Business,12.79,Bruschetta al pomodoro,Saltimbocca alla romana,Cassata siciliana
16,2025-09-18,29.3,0,0,1,Grill,Traditional,15.55,Tostadas con sobrasada,Pollo asado con patatas,Crema catalana
1,2022-12-12,8.8,0,0,1,Grill,Gourmet,36.97,Carpaccio de ternera,Entrecot de ternera a la brasa,Coulant de chocolate
